Student_ID,Cumulative_GPA,Household_Income,Mental_Health_Index,Dropout_Status
STU_0721,2.85,Low,10.0,0
STU_0722,1.84,Medium,8.0,1
STU_0723,2.03,Low,2.8,1
STU_0724,3.07,Medium,2.9,0
STU_0725,2.79,High,6.5,0
STU_0726,2.61,Medium,6.6,0
STU_0727,2.71,High,6.6,0
STU_0728,2.87,Low,5.0,1
STU_0729,2.43,Low,5.2,0
STU_0730,2.31,Low,6.2,0
STU_0731,2.8,Medium,5.7,0
STU_0732,2.21,High,1.1,1
STU_0733,2.9,Low,5.0,0
STU_0734,1.85,Medium,3.8,0
STU_0735,3.21,Low,5.9,0
STU_0736,2.94,Medium,10.0,0
STU_0737,2.83,Low,6.2,1
STU_0738,3.19,High,4.9,0
STU_0739,3.53,Medium,7.3,0
STU_0740,3.21,Low,6.5,0
STU_0741,1.78,Low,6.3,1
STU_0742,2.06,Low,6.7,1
STU_0743,2.39,Low,9.6,1
STU_0744,2.71,Low,3.2,1
STU_0745,2.96,Medium,6.4,0
STU_0746,2.34,Medium,3.6,0
STU_0747,2.79,Medium,6.6,0
STU_0748,2.32,Low,3.7,1
STU_0749,2.39,Medium,4.7,0
STU_0750,2.0,Medium,4.9,0
STU_0751,2.24,Low,7.5,0
STU_0752,2.02,Medium,7.3,1
STU_0753,2.21,Medium,3.0,0
STU_0754,3.23,Low,5.6,0
STU_0755,2.23,Low,4.1,0
STU_0756,4.0,Low,3.0,1
STU_0757,2.95,Low,5.1,0
STU_0758,2.79,High,4.9,0
STU_0759,2.27,Medium,10.0,0
STU_0760,3.05,Medium,6.4,0
STU_0761,2.41,Low,2.7,1
STU_0762,2.76,Low,4.4,1
STU_0763,3.98,Medium,7.5,0
STU_0764,2.65,Medium,9.7,0
STU_0765,3.27,Low,2.3,1
STU_0766,2.35,Medium,1.7,0
STU_0767,2.68,Medium,9.2,0
STU_0768,3.59,Low,6.3,0
STU_0769,2.39,Low,3.8,0
STU_0770,3.61,Medium,6.6,1
STU_0771,3.05,Low,1.0,0
STU_0772,2.42,Low,5.5,0
STU_0773,3.02,Low,6.2,0
STU_0774,3.19,Low,7.3,0
STU_0775,3.01,Medium,3.5,0
STU_0776,1.91,Medium,5.7,0
STU_0777,2.34,Low,3.6,1
STU_0778,2.58,Medium,6.0,0
STU_0779,2.66,Medium,3.7,0
STU_0780,3.01,Medium,4.7,0
STU_0781,2.79,Low,3.5,0
STU_0782,2.03,Low,6.8,1
STU_0783,2.89,High,7.2,0
STU_0784,3.01,Medium,5.0,0
STU_0785,2.98,Low,5.6,0
STU_0786,3.24,Low,2.6,0
STU_0787,3.12,Low,4.9,0
STU_0788,2.93,High,5.4,0
STU_0789,2.66,Medium,10.0,0
STU_0790,1.87,Low,3.3,0
STU_0791,2.91,Low,8.4,1
STU_0792,2.8,Medium,7.5,0
STU_0793,2.84,Medium,6.1,1
STU_0794,2.06,Low,9.0,1
STU_0795,2.16,Medium,6.2,1
STU_0796,3.23,High,6.3,0
STU_0797,2.68,Low,5.4,0
STU_0798,3.04,Medium,7.9,0
STU_0799,2.71,Low,7.7,1
STU_0800,2.71,Medium,4.2,1
STU_0801,3.17,Medium,2.9,0
STU_0802,2.44,Medium,5.1,0
STU_0803,2.75,Medium,3.9,0
STU_0804,2.47,Low,5.4,1
STU_0805,2.48,High,8.0,0
STU_0806,2.55,Medium,4.6,1
STU_0807,2.81,Low,5.4,0
STU_0808,2.46,Medium,5.6,0
STU_0809,3.33,Medium,7.2,0
STU_0810,2.25,Low,1.0,1
STU_0811,2.61,Medium,4.3,0
STU_0812,2.48,High,5.9,0
STU_0813,3.42,Low,7.9,0
STU_0814,2.8,High,4.5,0
STU_0815,3.22,Low,1.7,0
STU_0816,1.96,Low,6.7,1
STU_0817,2.83,Low,4.2,0
STU_0818,3.14,Medium,3.1,0
STU_0819,2.74,Medium,4.3,0
STU_0820,3.23,Low,5.1,0
STU_0821,2.44,Low,4.3,1
STU_0822,3.4,Medium,1.1,0
STU_0823,3.85,Low,7.3,1
STU_0824,2.52,Medium,8.0,1
STU_0825,2.48,Medium,6.8,1
STU_0826,3.43,Medium,3.2,0
STU_0827,3.49,High,5.1,0
STU_0828,2.44,Low,5.5,0
STU_0829,2.49,High,6.7,0
STU_0830,2.56,Medium,6.8,0
STU_0831,2.03,Medium,4.0,1
STU_0832,2.24,Low,5.7,0
STU_0833,2.2,Medium,6.4,1
STU_0834,2.32,Low,8.4,1
STU_0835,2.68,Low,6.9,1
STU_0836,2.82,Low,7.1,1
STU_0837,3.48,Medium,5.7,1
STU_0838,2.2,Medium,8.3,0
STU_0839,3.19,Medium,6.3,0
STU_0840,2.59,Medium,3.8,0
STU_0841,2.68,Low,8.3,1
STU_0842,3.04,Medium,6.9,0
STU_0843,2.14,Low,4.6,1
STU_0844,2.89,Medium,4.5,0
STU_0845,2.78,Medium,6.1,1
STU_0846,2.95,Medium,6.4,1
STU_0847,2.84,Medium,5.9,0
STU_0848,3.93,Low,6.1,0
STU_0849,2.38,Low,8.9,0
STU_0850,2.43,Medium,7.6,0
STU_0851,2.39,Low,5.9,0
STU_0852,2.42,Low,7.4,1
STU_0853,2.38,Low,3.4,1
STU_0854,3.29,Medium,6.3,1
STU_0855,3.41,Low,9.1,1
STU_0856,2.41,Low,5.1,0
STU_0857,2.28,Medium,3.8,0
STU_0858,2.94,Medium,4.2,1
STU_0859,2.42,Low,3.3,0
STU_0860,3.02,Low,3.9,0
STU_0861,2.8,Low,4.8,1
STU_0862,1.94,Low,2.7,1
STU_0863,3.47,Low,5.5,1
STU_0864,3.6,Medium,7.3,1
STU_0865,2.39,Medium,3.7,0
STU_0866,2.51,Medium,8.5,0
STU_0867,2.84,Low,6.5,1
STU_0868,2.87,Medium,7.6,0
STU_0869,3.03,Low,4.2,0
STU_0870,3.71,High,7.2,0
STU_0871,2.61,Medium,3.3,0
STU_0872,2.3,Low,7.3,1
STU_0873,2.01,Medium,5.8,1
STU_0874,2.33,Low,6.6,0
STU_0875,2.68,Medium,3.1,1
STU_0876,3.6,Low,3.7,1
STU_0877,2.44,Low,6.7,0
STU_0878,2.81,Medium,3.6,0
STU_0879,2.69,Low,6.4,0
STU_0880,3.29,Medium,2.8,0
STU_0881,3.96,Low,7.2,1
STU_0882,2.43,Medium,3.0,1
STU_0883,2.46,Medium,6.6,0
STU_0884,3.22,Medium,6.8,0
STU_0885,3.04,Low,4.1,1
STU_0886,3.62,Low,6.7,0
STU_0887,2.99,Low,6.0,0
STU_0888,2.52,Low,4.4,0
STU_0889,3.0,Medium,3.5,0
STU_0890,3.25,High,1.6,0
STU_0891,3.11,Medium,6.2,0
STU_0892,2.95,Medium,2.4,1
STU_0893,3.23,Medium,5.7,0
STU_0894,3.28,Medium,5.0,0
STU_0895,3.39,Low,6.9,0
STU_0896,3.02,High,4.9,0
STU_0897,2.62,Medium,4.8,0
STU_0898,2.77,Medium,7.0,0
STU_0899,3.3,Low,6.2,1
STU_0900,2.29,Low,6.1,1
STU_0901,2.88,Low,6.4,1
STU_0902,2.5,Medium,2.4,0
STU_0903,2.71,Medium,7.0,0
STU_0904,3.34,Low,6.7,1
STU_0905,2.8,High,3.5,0
STU_0906,2.72,Low,5.0,0
STU_0907,2.02,Low,5.4,1
STU_0908,3.07,Low,5.2,1
STU_0909,3.02,Medium,6.2,0
STU_0910,3.78,High,8.4,0
STU_0911,2.55,Low,7.7,1
STU_0912,2.81,Medium,2.9,0
STU_0913,2.82,Low,6.7,1
STU_0914,3.49,High,8.2,0
STU_0915,2.65,Medium,6.3,0
STU_0916,2.84,Medium,7.7,0
STU_0917,3.0,Low,9.5,0
STU_0918,2.79,High,7.5,0
STU_0919,2.48,Medium,6.0,0
STU_0920,2.8,Low,7.6,1
STU_0921,3.24,Medium,5.8,0
STU_0922,2.19,Low,5.5,1
STU_0923,2.77,Medium,4.8,0
STU_0924,2.35,Low,8.6,1
STU_0925,3.3,Medium,3.9,0
STU_0926,1.94,Medium,8.6,1
STU_0927,2.42,Low,6.5,0
STU_0928,2.89,Low,2.7,1
STU_0929,3.48,Low,6.2,0
STU_0930,2.67,Low,1.3,1
STU_0931,2.42,Low,6.8,1
STU_0932,3.64,Medium,7.3,1
STU_0933,1.98,Low,4.3,0
STU_0934,1.6,Low,5.7,0
STU_0935,2.92,Medium,9.4,0
STU_0936,2.45,Low,4.5,0
STU_0937,2.19,High,3.4,1
STU_0938,3.05,Medium,8.5,0
STU_0939,2.82,Medium,9.4,0
STU_0940,2.42,Medium,5.5,0
STU_0941,2.06,Medium,7.5,1
STU_0942,3.14,Low,8.2,1
STU_0943,3.03,Low,4.0,0
STU_0944,2.65,Low,4.5,0
STU_0945,3.62,Medium,8.0,1
STU_0946,2.16,Low,8.9,1
STU_0947,1.94,Medium,6.6,0
STU_0948,2.35,High,3.7,0
STU_0949,2.68,Medium,9.5,1
STU_0950,2.82,Medium,4.4,0
STU_0951,2.58,Low,4.8,1
STU_0952,2.88,Medium,6.2,0
STU_0953,2.07,Medium,8.6,0
STU_0954,3.42,Low,7.2,1
STU_0955,2.66,Low,6.3,1
STU_0956,3.26,High,6.4,0
STU_0957,2.87,Medium,5.6,0
STU_0958,2.93,Medium,6.6,0
STU_0959,2.98,Medium,1.0,0
STU_0960,2.92,Medium,4.9,0
STU_0961,3.02,Medium,6.0,0
STU_0962,3.36,Low,3.2,1
STU_0963,2.8,Low,6.3,1
STU_0964,3.05,Low,5.1,0
STU_0965,2.66,Medium,9.0,0
STU_0966,3.42,Medium,8.6,0
STU_0967,2.36,Medium,4.6,0
STU_0968,3.6,Low,5.2,1
STU_0969,2.68,Medium,5.4,0
STU_0970,1.98,Medium,4.6,1
STU_0971,2.76,Medium,5.9,0
STU_0972,2.36,Medium,4.0,1
STU_0973,3.12,Low,3.2,0
STU_0974,2.37,Medium,6.7,0
STU_0975,2.48,Low,6.8,1
STU_0976,1.76,Low,3.9,1
STU_0977,2.47,Low,7.3,1
STU_0978,1.49,Medium,4.2,0
STU_0979,1.91,High,6.0,0
STU_0980,3.08,Medium,7.1,0
STU_0981,3.09,Medium,5.4,0
STU_0982,2.91,Medium,6.4,0
STU_0983,2.22,Medium,4.5,0
STU_0984,2.68,Low,5.1,1
STU_0985,2.7,Low,5.1,0
STU_0986,2.12,Low,4.0,1
STU_0987,3.45,Low,5.1,0
STU_0988,3.14,Low,2.4,0
STU_0989,2.59,Low,4.5,0
STU_0990,2.71,Low,4.9,0
STU_0991,2.8,High,5.0,0
STU_0992,1.68,Low,5.0,0
STU_0993,2.58,Low,5.4,0
STU_0994,2.36,Low,6.5,1
STU_0995,2.2,Medium,7.2,1
STU_0996,2.56,Low,4.2,1
STU_0997,3.6,Low,3.1,1
STU_0998,3.02,Medium,3.4,0
STU_0999,2.41,Low,4.5,0
STU_1000,2.99,Low,4.8,0
